,time,latitude,longitude,enu_x,enu_y,speed,course,ecg,accX,accY,accZ,gyrX,gyrY,gyrZ,eulR,eulP,eulY
41,3023150,36.01256633333333,129.31923916666668,-0.05473417359138466,5.381094076731678,1.5,316.0,,1.41796875,1.0546875,1.2578125,-0.205078125,0.10546875,0.0390625,-0.96484375,1.375,11.0625
42,3023160,36.01256716666667,129.31923816666668,-0.06435743319583764,5.509874006119759,1.4,317.0,,0.46484375,1.28515625,-0.359375,0.01953125,-0.126953125,0.130859375,-2.03515625,1.18359375,9.41796875
43,3023170,36.01256833333333,129.31923700000002,-0.06171627052221851,5.6766450667896,1.4,320.0,,1.03125,-1.46484375,1.640625,0.01953125,-0.126953125,0.130859375,-1.421875,-1.65234375,11.40625
44,3023180,36.01256933333333,129.31923583333335,-0.07096221371459421,5.829249429891512,1.5,318.0,,-1.17578125,-2.85546875,0.7890625,0.0390625,0.09375,0.380859375,-3.60546875,-2.87890625,10.5625
45,3023190,36.01257016666667,129.31923500000002,-0.06907566620399308,5.948371617456278,1.2000000000000002,321.0,,-0.21875,3.37109375,1.671875,0.0390625,0.09375,0.380859375,-3.60546875,-2.87890625,10.5625
46,3023200,36.01257116666667,129.319234,-0.06681180529881914,6.091318239270027,1.4,319.0,0.0,-0.0859375,-2.00390625,-3.98828125,-0.470703125,-0.10546875,0.2734375,-3.60546875,-2.87890625,10.5625
47,3023210,36.012572,129.31923266666666,-0.09945465525279928,6.23941364867531,1.4,315.0,,1.81640625,0.171875,-2.83203125,-0.470703125,-0.10546875,0.2734375,-3.60546875,-2.87890625,10.5625
48,3023220,36.012572833333344,129.31923166666667,-0.10907790082706015,6.36819357433048,1.3,316.0,,0.15625,0.8046875,1.50390625,-0.470703125,-0.10546875,0.2734375,-2.34375,0.53125,11.25
49,3023230,36.01257383333333,129.31923033333334,-0.1298336324405085,6.5304556781667245,1.5,316.0,,-2.1328125,-2.921875,3.10546875,0.142578125,0.326171875,0.626953125,-4.984375,-3.109375,12.74609375
50,3023240,36.012574666666666,129.31922916666664,-0.15096667547716436,6.668893345411625,1.4,316.0,,0.05078125,0.12890625,0.82421875,0.171875,-0.185546875,-0.75390625,-2.80078125,0.30078125,10.48828125
51,3023250,36.01257533333333,129.31922816666665,-0.1724770248755476,6.783506574400462,1.3,313.0,,1.14453125,1.0234375,-1.26171875,-0.19140625,0.046875,-0.1796875,-1.61328125,0.9921875,8.45703125
52,3023260,36.01257633333333,129.31922699999998,-0.18172294911354925,6.936110933360986,1.4,314.0,,0.77734375,-0.703125,-4.05859375,-0.19140625,0.046875,-0.1796875,-1.61328125,0.9921875,8.45703125
53,3023270,36.01257733333333,129.31922583333335,-0.190968867754421,7.088715291546038,1.4,316.0,,0.64453125,0.2578125,1.265625,-0.048828125,-0.162109375,-0.111328125,-1.61328125,0.9921875,8.45703125
54,3023280,36.01257816666667,129.31922500000002,-0.1890823002915667,7.207837472032619,1.3,317.0,,-0.12890625,-0.2109375,2.15625,0.10546875,0.01953125,0.513671875,-2.87890625,-0.6171875,11.83203125
55,3023290,36.01257916666667,129.319224,-0.1868184197520648,7.350784089698706,1.4,321.0,,-1.4921875,0.82421875,1.16015625,0.419921875,0.029296875,-0.0546875,-4.296875,0.76171875,10.83203125
56,3023300,36.01258,129.319223,-0.1964416463829579,7.479564009010886,1.3,320.0,0.0,-1.4921875,0.82421875,1.16015625,0.419921875,0.029296875,-0.0546875,-3.64453125,2.83203125,10.98828125
57,3023310,36.012581,129.31922183333333,-0.20568755820394813,7.6321683647125695,1.4,320.0,,0.1484375,-1.1640625,-4.171875,0.419921875,0.029296875,-0.0546875,-3.64453125,2.83203125,10.98828125
58,3023320,36.012581833333336,129.31922066666667,-0.2268205783203996,7.770606027904002,1.4,317.0,,1.484375,0.1953125,-1.73828125,0.1640625,-0.271484375,-0.640625,-1.15625,-0.46484375,8.26953125
59,3023330,36.01258266666667,129.3192195,-0.24795359719898613,7.909043690478374,1.4,315.0,,-0.12109375,0.546875,2.61328125,0.1640625,-0.271484375,-0.640625,-2.57421875,-0.15625,12.36328125
60,3023340,36.01258383333333,129.31921833333334,-0.24531238729463212,8.075814736537112,1.5,317.0,,-0.8828125,-1.359375,1.85546875,0.1640625,-0.271484375,-0.640625,-3.53125,-1.921875,11.5546875
61,3023350,36.012584666666655,129.31921716666665,-0.2664454016404889,8.214252399869764,1.4,316.0,,0.68359375,1.5,2.203125,0.234375,0.052734375,-0.669921875,-1.8046875,1.06640625,12.36328125
62,3023360,36.0125855,129.31921616666665,-0.27606861461450194,8.343032316226484,1.3,316.0,,0.68359375,1.5,2.203125,-0.52734375,0.38671875,0.02734375,-2.83984375,-0.42578125,7.7265625
63,3023370,36.0125865,129.31921516666668,-0.2738047110517172,8.485978924560243,1.4,320.0,,1.05078125,-1.140625,-3.3828125,-0.013671875,-0.056640625,0.072265625,-2.83984375,-0.42578125,7.7265625
64,3023380,36.012587333333336,129.31921416666668,-0.28342792013969387,8.614758842383054,1.3,320.0,,0.6015625,0.47265625,1.5234375,-0.0859375,-0.013671875,-0.06640625,-2.83984375,-0.42578125,7.7265625
65,3023390,36.0125885,129.31921333333332,-0.2577671050746986,8.76221440143771,1.4,322.0,,-0.60546875,-2.41015625,1.453125,0.119140625,-0.12890625,0.521484375,-3.64453125,-3.52734375,10.98828125
66,3023400,36.012589500000004,129.31921233333333,-0.2555031949634241,8.9051610081389,1.4,324.0,0.0,-1.140625,1.59375,2.09765625,0.119140625,-0.12890625,0.521484375,-4.1796875,0.9140625,11.67578125
67,3023410,36.01259016666667,129.3192116666667,-0.25399392049595093,9.000458745333017,1.1,323.0,,-1.35546875,0.45703125,-0.65234375,-0.357421875,-0.009765625,0.3828125,-4.44921875,-0.38671875,8.91796875
68,3023420,36.01259133333333,129.3192105,-0.25135269003515504,9.167229787526328,1.4,323.0,,0.92578125,-0.6953125,-3.7578125,-0.357421875,-0.009765625,0.3828125,-4.44921875,-0.38671875,8.91796875
69,3023430,36.01259200000001,129.31920933333333,-0.28437279812166594,9.291500753303541,1.3,319.0,,0.70703125,1.10546875,-0.39453125,-0.068359375,0.083984375,-0.2421875,-2.11328125,-0.12109375,9.22265625
70,3023440,36.012593,129.3192085,-0.27059908452100245,9.42478961366293,1.4,322.0,,-0.5859375,-0.01953125,2.05078125,0.099609375,0.1953125,0.01171875,-3.4921875,-1.30859375,11.7109375
71,3023450,36.012594,129.31920733333334,-0.2798449600554207,9.577393960274744,1.4,320.0,,-1.40234375,-0.31640625,1.69921875,0.3984375,-0.1640625,0.224609375,-4.48828125,-1.26953125,11.25
72,3023460,36.01259483333333,129.3192063333333,-0.28946815473288723,9.706173873947922,1.4,320.0,,1.1796875,0.52734375,1.046875,-0.00390625,-0.072265625,-0.451171875,-1.8046875,-0.50390625,10.64453125
73,3023470,36.01259583333333,129.31920533333331,-0.28720422980253346,9.849120477343991,1.4,320.0,,-0.0859375,0.24609375,-2.30859375,-0.1328125,0.123046875,0.1796875,-3.1484375,-0.88671875,7.26953125
74,3023480,36.012597,129.31920433333335,-0.27305318329302963,10.006233768120637,1.4,322.0,,0.8359375,0.578125,-2.58203125,-0.115234375,-0.009765625,-0.138671875,-3.1484375,-0.88671875,7.26953125
75,3023490,36.01259783333333,129.31920333333335,-0.2826763698309591,10.135013678235627,1.4,322.0,,-0.01171875,1.0,1.46875,-0.2265625,-0.12890625,-0.359375,-2.7265625,-0.234375,11.02734375
76,3023500,36.012599,129.31920216666668,-0.28003511565595574,10.30178471329193,1.5,322.0,0.0,0.203125,-1.87890625,2.79296875,-0.2265625,-0.12890625,-0.359375,-2.7265625,-0.234375,11.02734375
77,3023510,36.0126,129.31920133333333,-0.26626138964039825,10.435073572423654,1.4,324.0,,-0.65625,0.55859375,0.54296875,-0.818359375,0.525390625,-0.486328125,-3.53125,-0.76953125,10.140625
78,3023520,36.01260100000001,129.31920016666666,-0.2755072459671908,10.5876779144326,1.5,323.0,,-0.59765625,0.2734375,-2.55078125,-0.55078125,0.064453125,0.384765625,-3.68359375,-1.34375,6.96484375
79,3023530,36.01260166666667,129.319199,-0.30852733043525404,10.711948872809092,1.3,319.0,,0.328125,-0.76171875,-2.8046875,0.1875,-0.28515625,-0.064453125,-3.68359375,-1.34375,6.96484375
80,3023540,36.0126025,129.319198,-0.3181505061693528,10.840728780139298,1.3,316.0,,-0.1328125,0.265625,0.75,0.1875,-0.28515625,-0.064453125,-3.109375,-1.4609375,10.26171875
81,3023550,36.012603166666665,129.31919683333334,-0.3511705883998175,10.964999738833999,1.3,315.0,,-0.94140625,-0.3828125,3.03515625,0.1875,-0.28515625,-0.064453125,-3.109375,-1.4609375,10.26171875
82,3023560,36.012603999999996,129.31919583333334,-0.3607937586679668,11.093779646454703,1.3,315.0,,0.40234375,-0.62890625,0.734375,0.08203125,0.052734375,-0.4453125,-2.83984375,-2.07421875,10.22265625
83,3023570,36.01260483333333,129.31919449999998,-0.3934365143534535,11.24187503736589,1.4,314.0,,0.46484375,0.390625,-1.125,-0.205078125,0.3125,-0.13671875,-2.83984375,-2.07421875,10.22265625
84,3023580,36.01260583333333,129.3191935,-0.3911725587739596,11.384821631385336,1.4,317.0,,1.1484375,0.41015625,-3.5546875,-0.0546875,0.05078125,-0.45703125,-2.265625,-1.26953125,5.8515625
85,3023590,36.01260683333333,129.3191925,-0.3889086061605269,11.52776822625215,1.4,317.0,,0.80078125,1.22265625,1.25,-0.0546875,0.05078125,-0.45703125,-2.57421875,-0.46484375,10.64453125
86,3023600,36.01260766666667,129.31919133333335,-0.41004155928585106,11.666205873130178,1.3,317.0,0.0,-1.51171875,-0.5703125,2.3515625,0.091796875,-0.2265625,0.322265625,-2.57421875,-0.46484375,10.64453125
87,3023610,36.012608833333346,129.31919033333332,-0.39589048476249644,11.823319158520707,1.4,320.0,,-1.51171875,-0.5703125,2.3515625,0.091796875,-0.2265625,0.322265625,-3.875,-1.69140625,11.63671875
88,3023620,36.01260966666667,129.3191895,-0.39400385167643037,11.94244131902471,1.2000000000000002,321.0,,-2.63671875,1.171875,0.71875,0.091796875,-0.2265625,0.322265625,-6.01953125,-0.234375,10.18359375
89,3023630,36.01261083333333,129.31918833333333,-0.39136256038342765,12.109212341498381,1.5,322.0,,0.6015625,-1.23046875,-3.515625,-0.326171875,-0.318359375,0.03125,-2.765625,-2.83984375,5.93359375
90,3023640,36.012611666666665,129.31918733333333,-0.4009857132901189,12.237992243031272,1.4,320.0,,0.765625,1.19921875,-0.9609375,0.14453125,-0.373046875,-0.451171875,-2.765625,-2.83984375,5.93359375
91,3023650,36.0126125,129.31918616666664,-0.42211865554305206,12.376429889447998,1.3,318.0,,0.66015625,-0.34765625,1.3671875,0.134765625,0.099609375,-0.013671875,-2.07421875,-1.99609375,10.984375
92,3023660,36.01261366666667,129.31918516666667,-0.40796756587557326,12.533543166011988,1.4,320.0,,-3.171875,-0.4296875,2.96875,0.134765625,0.099609375,-0.013671875,-2.07421875,-1.99609375,10.984375
93,3023670,36.01261433333333,129.31918433333334,-0.41796803970079566,12.638498633413551,1.3,321.0,,0.45703125,0.359375,0.33203125,-0.0859375,-0.064453125,-0.625,-2.49609375,-1.0,9.9453125
94,3023680,36.01261516666667,129.31918316666668,-0.43910097265002435,12.776936276842878,1.3,318.0,,0.45703125,0.359375,0.33203125,-0.091796875,0.193359375,0.10546875,-2.49609375,-1.0,9.9453125
95,3023690,36.012615999999994,129.31918233333332,-0.4372143289376993,12.896058434756164,1.2000000000000002,319.0,,0.453125,1.328125,-1.16796875,-0.091796875,0.193359375,0.10546875,-2.49609375,-1.0,9.9453125
96,3023700,36.01261683333333,129.31918133333332,-0.4468374688210517,13.024838334211779,1.2000000000000002,319.0,0.0,0.61328125,-0.38671875,1.21875,0.00390625,0.02734375,0.125,-2.49609375,-1.95703125,10.71875
97,3023710,36.012617833333344,129.31918033333335,-0.44457348450720957,13.167784917997803,1.3,322.0,,-0.8046875,-1.98828125,1.71484375,0.00390625,0.02734375,0.125,-3.9140625,-3.30078125,11.25390625
98,3023720,36.01261883333333,129.31917966666666,-0.4192899264898955,13.291416020796873,1.2000000000000002,324.0,,-0.98828125,2.78125,2.6328125,0.00390625,0.02734375,0.125,-3.9140625,-3.30078125,11.25390625
99,3023730,36.0126195,129.31917883333332,-0.42929039208892306,13.39637148657441,1.2000000000000002,323.0,,-1.84375,-0.12109375,-1.51171875,-0.458984375,-0.00390625,0.21484375,-5.0234375,-1.34375,7.65234375
100,3023740,36.01262050000001,129.31917766666666,-0.4385361928771232,13.548975814842109,1.4,320.0,,-1.84375,-0.12109375,-1.51171875,-0.458984375,-0.00390625,0.21484375,-1.8828125,-1.4609375,6.234375
101,3023750,36.01262133333333,129.3191765,-0.45966911022024703,13.68741345152208,1.3,318.0,,-1.84375,-0.12109375,-1.51171875,0.037109375,0.111328125,-0.248046875,-1.99609375,-0.76953125,9.8359375
102,3023760,36.01262216666667,129.3191755,-0.46929223752214,13.816193347354371,1.3,317.0,,-0.93359375,-1.11328125,2.8046875,-0.064453125,0.291015625,0.060546875,-4.06640625,-2.49609375,12.33203125
103,3023770,36.012623,129.3191745,-0.47891536373949606,13.944973242184037,1.4,317.0,,0.21875,-0.26953125,0.02734375,0.24609375,-0.134765625,0.099609375,-3.03125,-1.30859375,9.56640625
104,3023780,36.012623833333336,129.3191735,-0.4885384872350045,14.073753137908973,1.2000000000000002,318.0,,2.00390625,0.9375,0.3671875,0.24609375,-0.134765625,0.099609375,-1.23046875,-0.1953125,9.9140625
105,3023790,36.012624833333334,129.3191725,-0.48627448774188764,14.216699717442047,1.3,318.0,,0.640625,0.3046875,-2.62109375,0.24609375,-0.134765625,0.099609375,-1.23046875,-0.1953125,9.9140625
106,3023800,36.01262583333333,129.31917166666665,-0.4725007018091958,14.349988556932583,1.4,322.0,0.0,0.27734375,-0.12890625,-1.80859375,0.013671875,-0.056640625,0.1328125,-3.26171875,-1.69140625,7.57421875
107,3023810,36.012626666666655,129.31917066666668,-0.4821238188136192,14.478768447951445,1.3,321.0,,-0.0234375,0.60546875,2.3828125,0.05859375,-0.138671875,-0.1484375,-3.26171875,-1.69140625,7.57421875
108,3023820,36.01262766666667,129.31916966666668,-0.47985981076138273,14.62171502697245,1.4,321.0,,-0.0234375,0.60546875,2.3828125,0.095703125,-0.08203125,0.58203125,-4.52734375,-3.56640625,10.7890625
109,3023830,36.012628666666664,129.31916883333332,-0.46608601939999517,14.755003864211101,1.3,324.0,,-0.5625,2.29296875,1.09375,0.095703125,-0.08203125,0.58203125,-3.875,1.10546875,10.60546875
110,3023840,36.012629499999996,129.31916783333332,-0.4757091307982648,14.883783755735642,1.3,322.0,,-1.578125,-0.390625,-1.30078125,0.095703125,-0.08203125,0.58203125,-3.875,1.10546875,10.60546875
111,3023850,36.0126305,129.31916666666666,-0.48495490425244725,15.036388075671876,1.4,320.0,,1.28515625,-0.27734375,-3.37890625,0.095703125,-0.08203125,0.58203125,-1.99609375,-2.03515625,6.078125
112,3023860,36.012631333333346,129.3191655,-0.5060877963732366,15.17482570909917,1.3,317.0,,1.1015625,1.19921875,0.75,0.044921875,0.0078125,0.21875,-1.8828125,-0.50390625,10.296875
113,3023870,36.01263216666667,129.3191645,-0.5157108990609487,15.303605596625154,1.2000000000000002,317.0,,-0.671875,-1.70703125,2.48828125,0.02734375,0.265625,0.291015625,-3.8359375,-3.30078125,11.98046875
114,3023880,36.01263316666667,129.3191633333333,-0.5249566671863732,15.456209915156563,1.4,318.0,,-0.1796875,-0.90625,-0.64453125,0.373046875,0.03515625,-0.3359375,-3.53125,-2.1875,8.83984375
115,3023890,36.01263383333333,129.3191625,-0.5349571028364508,15.561165373984274,1.2000000000000002,317.0,,0.83203125,1.7734375,1.69140625,0.107421875,0.099609375,-0.3203125,-2.49609375,0.5703125,11.21484375
116,3023900,36.01263466666667,129.3191615,-0.5445802013334742,15.689945262827056,1.2000000000000002,317.0,0.0,0.421875,0.1171875,-3.66796875,-0.548828125,0.126953125,-0.08984375,-2.49609375,0.5703125,11.21484375
117,3023910,36.01263583333333,129.31916033333334,-0.5419388378799042,15.856716264435619,1.4,320.0,,1.73828125,-0.1484375,-1.8984375,-0.548828125,0.126953125,-0.08984375,-2.49609375,0.5703125,11.21484375
118,3023920,36.01263666666667,129.31915933333332,-0.551561931308413,15.985496151974349,1.2000000000000002,318.0,,0.35546875,-0.5234375,1.9921875,-0.548828125,0.126953125,-0.08984375,-2.91796875,-2.1875,11.4453125
119,3023930,36.01263766666667,129.3191585,-0.5377881172325232,16.11878498114072,1.3,322.0,,-1.15234375,-1.2890625,2.99609375,0.208984375,0.083984375,0.3203125,-4.44921875,-2.6484375,12.4765625
120,3023940,36.01263866666667,129.31915766666668,-0.5240142996346648,16.25207380792852,1.3,323.0,,-0.34765625,1.828125,-0.26171875,0.208984375,0.083984375,0.3203125,-4.44921875,-2.6484375,12.4765625
121,3023950,36.01263933333333,129.31915650000002,-0.557034291752089,16.37634474843427,1.3,318.0,,-0.578125,0.98828125,-0.65234375,0.208984375,0.083984375,0.3203125,-4.44921875,-2.6484375,12.4765625
122,3023960,36.012640333333344,129.31915533333333,-0.5662800388237059,16.528949063847747,1.4,318.0,,0.6796875,0.04296875,-2.8046875,-0.076171875,-0.21875,-0.12890625,-2.6484375,-1.65234375,6.66015625
123,3023970,36.01264116666667,129.31915433333333,-0.5759031226458404,16.65772894732938,1.3,318.0,,-0.07421875,0.2421875,1.06640625,-0.076171875,-0.21875,-0.12890625,-3.30078125,-1.5,10.5234375
124,3023980,36.012642166666666,129.31915316666667,-0.5851488633464399,16.810333258352742,1.3,317.0,,-0.953125,-0.5859375,3.15625,-0.076171875,-0.21875,-0.12890625,-3.30078125,-1.5,10.5234375
125,3023990,36.01264300000001,129.319152,-0.6062817231919055,16.94877088505139,1.4,317.0,,-0.21484375,-0.890625,1.12109375,-0.255859375,0.111328125,-0.396484375,-3.72265625,-2.6484375,10.484375
126,3024000,36.01264416666667,129.319151,-0.5921305540969755,17.105884136301583,1.4,317.0,0.0,1.35546875,-0.5078125,-2.07421875,-0.2578125,0.109375,-0.22265625,-2.11328125,-2.5703125,7.26953125
127,3024010,36.012645,129.31914983333334,-0.6132634095670184,17.244321761532053,1.4,316.0,,0.98828125,0.69140625,-2.5546875,-0.193359375,0.06640625,-0.12890625,-2.53515625,-1.57421875,6.73828125
128,3024020,36.01264583333333,129.31914883333332,-0.6228864812899246,17.373101641733715,1.3,316.0,,0.26171875,-1.0,0.234375,-0.193359375,0.06640625,-0.12890625,-2.53515625,-1.57421875,6.73828125
129,3024030,36.01264683333333,129.31914766666665,-0.6321322091669259,17.5257059494223,1.3,318.0,,0.12109375,-0.6015625,1.57421875,-0.193359375,0.06640625,-0.12890625,-3.30078125,-2.953125,10.83203125
130,3024040,36.012647666666666,129.31914666666668,-0.641755274172894,17.654485829467795,1.3,318.0,,-1.88671875,0.01171875,2.8828125,0.486328125,0.01171875,-0.10546875,-5.33203125,-2.03515625,12.2109375
